run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path
11,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,179,77,15,51,0.673485,-0.662499,0.182943,-0.0236214,0,-3.17854,0,244,0.0131153,383289,0.661776,251,30,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
12,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,171,129,21,66,0.910849,-0.910759,0.233998,-0.194217,0,-2.85334,0,237,0.0121753,378446,0.656323,175,32,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
13,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,150,145,13,63,0.732646,-0.732705,0.171698,-0.211791,0,-4.99439,0,262,0.013086,382751,0.66156,275,15,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
14,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,211,133,24,61,0.834419,-0.834375,0.19284,-0.172302,0,-2.31289,0,216,0.0121871,377189,0.656372,152,47,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
15,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,207,139,12,63,0.52812,-0.522494,0.155292,-0.0266371,0,-3.71419,0,246,0.0132388,384015,0.662518,297,14,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
16,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,153,144,28,70,0.91072,-0.94831,0.111418,-0.163691,0,-3.01484,0,182,0.012137,377581,0.656094,133,52,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
17,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,272,138,19,65,0.536298,-0.53643,0.178654,-0.0184465,0,-2.27469,0,235,0.0121785,377938,0.656558,188,29,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
18,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,159,71,30,65,0.952689,-0.948491,0.145842,-0.411342,0,-4.06539,0,175,0.0123692,378994,0.657411,122,71,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
19,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,191,143,16,36,0.697251,-0.69823,0.0426672,-0.0384713,0,-3.61853,0,245,0.0143239,388999,0.668874,255,132,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
20,sha256_run_20260128_180219,sha256,0.7,65,0.84,DELAY 2,1,1,1,193,110,13,38,0.717618,-0.717561,0.0431344,-0.0319943,0,-3.77308,0,248,0.0137878,385233,0.665912,272,87,195,dataset_root/graphs/raw_graphs/sha256_run_20260128_180219_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_180219_clustered.pt
21,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,178,107,24,45,0.691395,-0.69267,-1.5599,-0.023457,-23.9874,-2.54178,28,221,0.0145363,308589,0.41446,242,141,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
22,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,146,114,24,59,0.536182,-0.537445,-1.57491,-0.0167375,-24.7626,-1.52113,29,206,0.0132653,306166,0.409337,163,99,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
23,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,209,121,19,44,0.710865,-0.69076,-1.54619,-0.023349,-23.9022,-2.73754,28,222,0.0145552,308351,0.414773,256,145,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
24,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,138,82,21,53,0.912892,-0.908504,-1.83087,-0.189911,-32.9865,-2.98022,33,224,0.0133172,307198,0.409996,199,104,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
25,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,215,101,21,65,0.531899,-0.53459,-1.55943,-0.0169817,-24.0857,-1.34345,28,198,0.012917,305453,0.408026,176,66,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
26,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,151,141,20,38,0.662107,-0.667834,-1.57498,-0.0278582,-24.4791,-3.22816,28,228,0.0161653,311297,0.421086,368,158,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
27,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,276,145,20,45,0.690673,-0.691947,-1.56271,-0.0234569,-24.0609,-2.54687,28,221,0.0145399,308549,0.414439,238,140,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
28,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,183,72,14,52,0.543491,-0.541711,-1.55287,-0.0214059,-23.9745,-2.36747,28,219,0.0139213,307973,0.412027,259,78,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
29,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,250,129,13,58,0.532602,-0.533751,-1.55507,-0.0231649,-23.9319,-2.46203,28,221,0.0133722,307701,0.410066,269,34,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
30,sha256_run_20260128_181356,sha256,1.0,41,0.59,AREA 2,0,0,1,225,107,26,55,0.556701,-0.557283,-1.55337,-0.0234384,-24.2484,-1.73651,28,210,0.01334,306020,0.409883,176,108,173,dataset_root/graphs/raw_graphs/sha256_run_20260128_181356_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_181356_clustered.pt
31,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,137,85,19,50,0.696173,-0.689063,-1.96501,-0.0874891,-25.8287,-2.472,29,231,0.0141043,285756,0.561404,224,127,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
32,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,167,127,21,45,0.674018,-0.675871,-1.98523,-0.0769781,-25.9394,-2.95126,29,238,0.0148666,285941,0.565341,266,138,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
33,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,151,119,14,66,0.563682,-0.555913,-2.00214,-0.023569,-26.2722,-2.3873,29,232,0.0129737,283834,0.55555,249,35,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
34,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,133,89,30,41,0.659583,-0.652973,-1.9731,-0.073013,-25.6624,-3.23697,29,242,0.0162357,289653,0.572382,345,157,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
35,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,266,84,28,43,0.712499,-0.702358,-2.00415,-0.0772449,-26.4062,-2.97602,29,241,0.0150518,286418,0.566628,290,157,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
36,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,217,81,20,68,0.539721,-0.682486,-1.97926,-0.0410365,-25.5833,-1.43538,29,210,0.0127509,282445,0.554287,184,62,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
37,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,223,89,23,51,0.693772,-0.69392,-1.95918,-0.0897205,-25.5413,-2.38488,29,229,0.0136142,285102,0.559121,215,117,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
38,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,152,88,18,51,0.700677,-0.698976,-1.97492,-0.0896121,-25.802,-2.33913,29,228,0.0137592,285232,0.559703,221,116,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
39,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,277,145,12,56,0.685171,-0.666572,-1.98063,-0.0812227,-25.9104,-2.86612,29,239,0.0136843,285109,0.55926,291,40,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
40,sha256_run_20260128_182450,sha256,1.0,56,0.74,AREA 1,1,1,0,186,108,23,60,0.544772,-0.552597,-1.98471,-0.0213457,-25.61,-1.55912,29,213,0.0132216,283002,0.556605,170,98,148,dataset_root/graphs/raw_graphs/sha256_run_20260128_182450_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182450_clustered.pt
41,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,199,140,18,69,1.21681,-1.21383,-2.48892,-0.425982,-39.4695,-16.5074,33,303,0.0125079,356174,0.469438,219,23,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
42,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,248,75,16,48,0.722873,-0.701665,-2.14703,-0.0924301,-29.4333,-2.08367,29,210,0.0133682,356950,0.473279,238,57,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
43,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,250,147,20,48,0.693673,-0.680901,-2.15681,-0.0927725,-29.152,-1.69317,29,201,0.0134588,356911,0.473533,194,85,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
44,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,278,117,14,55,0.698611,-0.678373,-2.15335,-0.0898682,-29.4383,-2.20365,29,213,0.0133365,357664,0.473084,262,30,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
45,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,136,142,15,49,0.83965,-0.824517,-2.30815,-0.159223,-34.7797,-3.59296,33,225,0.0135477,357471,0.473889,248,51,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
46,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,224,92,25,64,0.567702,-0.559972,-2.15585,-0.0125763,-29.6768,-0.577223,29,158,0.0126172,354447,0.469604,140,70,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
47,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,272,125,22,56,0.693431,-0.691425,-2.14135,-0.0971494,-29.5111,-1.38475,29,193,0.0131931,355729,0.471991,167,70,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
48,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,151,122,23,44,0.693447,-0.691148,-2.17534,-0.0947408,-29.8676,-1.74239,29,203,0.0138153,357407,0.475031,190,114,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
49,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,208,132,15,35,0.727024,-0.720905,-2.17687,-0.0848948,-30.2477,-2.94538,29,223,0.0152577,358861,0.481669,291,163,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
50,sha256_run_20260128_182848,sha256,2.0,47,0.53,AREA 1,0,1,1,261,149,24,57,0.700994,-0.702644,-2.16289,-0.0971493,-29.9769,-1.32244,29,193,0.013213,355765,0.472098,158,78,167,dataset_root/graphs/raw_graphs/sha256_run_20260128_182848_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_182848_clustered.pt
51,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,228,125,16,64,0.525943,-0.523274,0.0593996,-0.0230965,0,-2.1655,0,228,0.0126028,387506,0.655412,230,11,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
52,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,269,77,24,36,0.704176,-0.704874,0.0510187,-0.107859,0,-2.28431,0,223,0.013604,389347,0.661431,196,123,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
53,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,235,145,26,52,0.551801,-0.542537,0.0646958,-0.0175855,0,-1.07345,0,180,0.012661,385540,0.655505,133,84,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
54,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,205,88,26,56,0.972211,-0.972703,-0.0351816,-0.306542,-0.0362475,-2.25463,2,178,0.0124791,385179,0.654697,139,73,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
55,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,184,148,30,59,0.966576,-1.00143,-0.00082423,-0.370906,-0.00082423,-5.59978,1,167,0.01246,385590,0.654574,125,75,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
56,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,194,126,23,57,1.05103,-1.06473,-0.0841398,-0.456447,-0.146779,-9.85679,2,241,0.0124248,386297,0.654432,166,55,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
57,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,260,117,12,41,0.673675,-0.676393,0.119764,-0.0263624,0,-3.05207,0,256,0.0136829,390065,0.66161,307,37,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
58,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,205,84,27,50,0.924976,-0.92507,0.0228431,-0.378973,0,-2.26222,0,183,0.012664,385939,0.655727,139,85,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
59,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,208,113,21,62,0.944134,-0.98378,0.0530358,-0.207436,0,-5.34617,0,224,0.012006,384444,0.652058,169,24,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
60,sha256_run_20260128_183257,sha256,2.0,65,0.77,DELAY 0,0,0,1,171,70,22,39,0.715848,-0.706645,0.0301394,-0.110762,0,-2.17447,0,215,0.0133955,389035,0.66,192,105,205,dataset_root/graphs/raw_graphs/sha256_run_20260128_183257_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183257_clustered.pt
61,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,275,70,13,48,0.670933,-0.667372,-1.39493,-0.0849708,-20.6721,-2.72406,28,238,0.0139275,300153,0.526072,279,59,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
62,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,207,86,21,70,0.547204,-0.537301,-1.39176,-0.0122292,-20.6612,-1.13596,28,204,0.012481,296593,0.518621,169,54,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
63,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,232,141,21,61,0.535071,-0.535102,-1.39523,-0.0142955,-20.9295,-1.56098,28,217,0.0129118,298324,0.52088,179,73,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
64,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,186,85,15,47,0.541614,-0.547043,-1.40886,-0.0181921,-20.854,-2.50301,28,232,0.0138071,299875,0.525332,240,92,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
65,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,247,86,30,54,0.704899,-0.707389,-1.40503,-0.105815,-21.0511,-1.91916,28,222,0.013297,298720,0.522618,179,93,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
66,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,221,102,26,70,0.53297,-0.535608,-1.39493,-0.00973854,-20.6346,-0.73311,28,181,0.0127698,296673,0.519865,131,88,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
67,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,131,104,27,37,0.652406,-0.658941,-1.39969,-0.0873474,-20.4206,-3.43067,28,239,0.0159488,303363,0.536821,363,155,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
68,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,146,105,24,66,0.91038,-0.889768,-1.52897,-0.347245,-23.9422,-4.20355,29,226,0.0129846,297549,0.520992,165,79,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
69,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,237,148,27,51,0.542886,-0.543083,-1.41445,-0.0163746,-21.0788,-1.87883,28,224,0.0134138,298907,0.523454,185,99,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
70,sha256_run_20260128_183656,sha256,0.7,53,0.66,AREA 2,0,0,0,232,150,27,56,0.728396,-0.729686,-1.40848,-0.104786,-21.042,-1.70103,28,211,0.0130942,297881,0.521705,162,95,168,dataset_root/graphs/raw_graphs/sha256_run_20260128_183656_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_183656_clustered.pt
71,sha256_run_20260128_184043,sha256,1.0,43,0.53,DELAY 1,0,1,1,136,93,24,62,1.07853,-1.06923,-0.143652,-0.349712,-0.281772,-10.9928,3,287,0.0141767,415559,0.448305,237,120,225,dataset_root/graphs/raw_graphs/sha256_run_20260128_184043_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_184043_clustered.pt
72,sha256_run_20260128_184043,sha256,1.0,43,0.53,DELAY 1,0,1,1,231,118,27,65,0.700377,-0.700394,0.160146,-0.119565,0,-2.51122,0,229,0.0138028,413913,0.446864,188,115,225,dataset_root/graphs/raw_graphs/sha256_run_20260128_184043_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_184043_clustered.pt
73,sha256_run_20260128_184043,sha256,1.0,43,0.53,DELAY 1,0,1,1,188,136,28,46,0.858378,-0.858378,0.0924221,-0.13752,0,-4.37381,0,250,0.0163707,418030,0.456538,371,184,225,dataset_root/graphs/raw_graphs/sha256_run_20260128_184043_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_184043_clustered.pt
74,sha256_run_20260128_184043,sha256,1.0,43,0.53,DELAY 1,0,1,1,275,141,14,58,0.692101,-0.690796,0.153027,-0.0248168,0,-3.01764,0,238,0.0144786,415084,0.449479,265,117,225,dataset_root/graphs/raw_graphs/sha256_run_20260128_184043_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_184043_clustered.pt
75,sha256_run_20260128_184043,sha256,1.0,43,0.53,DELAY 1,0,1,1,147,82,17,51,0.860482,-0.713976,0.102163,-0.128614,0,-4.01877,0,246,0.0155831,417767,0.453559,328,161,225,dataset_root/graphs/raw_graphs/sha256_run_20260128_184043_raw.pt,dataset_root/graphs/clustered_graphs/sha256_run_20260128_184043_clustered.pt
