run_id,placement_id,design_name,aspect_ratio,core_util,density,synth_strategy,io_mode,time_driven,routability_driven,cts_max_wire,cts_buf_dist,cts_cluster_size,cts_cluster_dia,skew_setup,skew_hold,setup_slack,hold_slack,setup_tns,hold_tns,setup_vio_count,hold_vio_count,power_total,wirelength,utilization,clock_buffers,clock_inverters,timing_repair_buffers,raw_graph_path,cluster_graph_path,min_skew,min_power,min_wl,gap_skew,gap_power,gap_wl,max_gap,norm_gap_skew,norm_gap_power,norm_gap_wl,pareto_dist
20,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,136,99,18,54,0.673562,-0.655803,-2.71399,-0.0661027,-124.063,-23.6011,234,1138,0.0347557,251876,0.608437,180,72,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.3117615326040597,1.2888711711043537,1.1241352839838974,1.3117615326040597,1.0,0.9825499064191454,0.8569661909145226,0.44277689126307823
21,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,243,131,18,62,0.718491,-0.551647,-2.72127,-0.0656998,-114.319,-22.8461,217,1125,0.0334407,250667,0.603235,150,53,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.399260729260593,1.240106059482311,1.1187394560434165,1.399260729260593,1.0,0.8862580315089786,0.7995217993680053,0.4807900874095784
22,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,187,119,22,68,0.717411,-0.530823,-2.73281,-0.0646548,-124.454,-19.0659,228,1113,0.0333942,250315,0.602678,123,64,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.397157430002006,1.2383816658013795,1.1171684623006133,1.397157430002006,1.0,0.8863580003289977,0.7996009886294698,0.47779523998668
23,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,276,87,20,67,0.535687,-0.533732,-2.72284,-0.0653835,-118.996,-20.9086,225,1119,0.0334891,250547,0.603138,133,55,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.0432500647543521,1.2419009122598827,1.1182038899947335,1.2419009122598827,0.8400429168346077,1.0,0.9003970276178812,0.27268806182762423
24,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,144,109,12,67,0.529258,-0.527772,-2.71091,-0.0681308,-122.504,-28.8343,224,1146,0.033956,252709,0.605187,200,12,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.030729591667819,1.2592153081658384,1.127853004971838,1.2592153081658384,0.8185491273681944,1.0,0.8956792358366883,0.29066006721238863
25,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,229,88,14,44,0.659667,-0.530289,-2.71879,-0.0689591,-120.294,-27.3793,224,1143,0.0364432,253257,0.615245,227,95,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.284701029642887,1.3514499740413854,1.130298756594157,1.3514499740413854,0.9506093857111914,1.0,0.8363600416625883,0.4706904784498979
26,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,244,118,21,61,0.72201,-0.531823,-2.72472,-0.0651798,-116.454,-20.5592,221,1118,0.0338137,250455,0.604694,132,82,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.4061139793448223,1.2539382926648373,1.11779328935741,1.4061139793448223,1.0,0.8917757102799795,0.7949521203666896,0.4932428202401509
27,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,271,123,16,53,0.671095,-0.529061,-2.71854,-0.0679236,-116.273,-25.1211,221,1136,0.0347258,252137,0.608397,192,61,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.3069570517976392,1.287762367425647,1.1253001401397826,1.3069570517976392,1.0,0.9853134543743491,0.8610077420616089,0.4390101785537106
28,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,152,102,12,37,0.664731,-0.659761,-2.7257,-0.0701784,-130.895,-29.5825,234,1151,0.0376625,253953,0.620706,274,129,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.2945631661664838,1.3966661722168656,1.133405039676518,1.3966661722168656,0.9268951965176344,1.0,0.8115074756035044,0.5117698854507727
29,picorv32_run_20260121_192448,picorv32,1.4,57,0.65,AREA 0,1,0,0,201,105,23,62,0.706255,-0.53566,-2.73226,-0.0652668,-128.254,-19.2751,234,1118,0.0340875,250682,0.605541,135,82,278,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192448_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192448_clustered.pt,0.513479,0.026966,224062,1.3754311276605273,1.2640918193280426,1.1188064017995019,1.3754311276605273,1.0,0.9190513388177699,0.8134223366767053,0.4741392008271361
30,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,211,143,17,57,0.679993,-0.687309,-0.756876,-0.0672749,-21.2193,-25.0721,48,1108,0.0362198,278259,0.516616,200,86,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3242859006892198,1.3431654676258993,1.2418839428372503,1.3431654676258993,0.9859439753390549,1.0,0.9245949012018093,0.5305013905346666
31,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,198,108,14,61,0.693176,-0.70647,-0.767629,-0.0677473,-21.8014,-27.2744,48,1111,0.0352145,277574,0.513455,201,56,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3499597841391762,1.3058851887562115,1.2388267533093518,1.3499597841391762,1.0,0.967351178975254,0.9176767840527263,0.522566567349508
32,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,233,77,24,68,0.737394,-0.555682,-0.67887,-0.0695588,-17.6661,-19.2586,48,1104,0.0350996,275769,0.512686,137,87,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.4360743087838062,1.3016242675962324,1.2307709473270791,1.4360743087838062,1.0,0.9063766823449144,0.857038483175292,0.578267439611185
33,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,180,79,27,60,0.694501,-0.721858,-0.850378,-0.0660108,-25.9587,-19.8543,59,1106,0.0360239,277325,0.51573,172,100,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3525402207295723,1.3359007639249425,1.2377154537583348,1.3525402207295723,1.0,0.9876976251429667,0.9151043605126212,0.541869511407448
34,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,145,145,19,52,0.690884,-0.694475,-0.895366,-0.06652,-28.1988,-23.9732,59,1107,0.0369961,278459,0.519015,198,118,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3454961157126193,1.3719535711636874,1.2427765529183887,1.3719535711636874,0.9807154877488843,1.0,0.9058444680925091,0.562723270996378
35,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,177,138,19,44,0.806117,-0.800959,-0.756869,-0.0921953,-21.3362,-28.6212,48,1117,0.0390869,279670,0.526106,259,168,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.5699123041059126,1.4494882444559816,1.2481813069596808,1.5699123041059126,1.0,0.9232924926220549,0.7950643508527298,0.7670943080219315
36,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,197,96,23,49,0.715131,-0.718966,-0.786214,-0.0675939,-22.6185,-25.2409,48,1108,0.0372718,278357,0.52052,219,140,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3927171315672109,1.3821775569235333,1.2423213217770082,1.3927171315672109,1.0,0.9924323651911875,0.8920126661894625,0.5991711386825761
37,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,197,111,13,40,0.663889,-0.662621,-0.861279,-0.0696198,-26.6242,-29.9468,59,1116,0.0404258,281584,0.530316,320,154,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.2929233717445112,1.4991396573462878,1.256723585436174,1.4991396573462878,0.8624435791613893,1.0,0.8382965384697859,0.6331283428888231
38,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,248,138,22,64,0.683355,-0.68074,-0.632844,-0.0660216,-15.4279,-20.8074,48,1104,0.035897,277477,0.515078,160,88,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3308333933812289,1.3311948379440777,1.2383938374199999,1.3311948379440777,0.9997284810964209,1.0,0.9302874396152246,0.525330730660958
39,picorv32_run_20260121_192705,picorv32,1.0,48,0.68,DELAY 2,1,0,0,136,74,22,59,0.690223,-0.815549,-0.998094,-0.0664357,-34.8384,-21.4735,59,1112,0.0358728,277601,0.515502,183,101,297,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192705_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192705_clustered.pt,0.513479,0.026966,224062,1.3442088186663914,1.330297411555292,1.2389472556703056,1.3442088186663914,1.0,0.9896508586181564,0.9216925513846002,0.5335465133614959
40,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,236,135,29,59,0.538,-0.531597,-2.7045,-0.058428,-133.798,-10.6823,284,937,0.0327377,266863,0.638915,94,47,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0477546306664927,1.214036193725432,1.1910230204139927,1.214036193725432,0.8630340974030748,1.0,0.981044079714938,0.29082948836500133
41,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,235,84,18,66,0.532344,-0.536182,-2.69827,-0.0638973,-128.912,-19.5982,283,1097,0.0323662,267772,0.637639,135,9,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0367395745493,1.2002595861455165,1.195079933232766,1.2002595861455165,0.8637627947456428,1.0,0.9956845560972486,0.2819749608233638
42,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,179,90,13,67,0.533786,-0.536211,-2.70766,-0.0667223,-139.07,-23.9685,299,1125,0.0337075,272249,0.643396,191,6,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0395478685593762,1.25,1.2150610098990458,1.25,0.831638294847501,1.0,0.9720488079192366,0.33213742921626155
43,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,203,124,24,54,0.548776,-0.540674,-2.71373,-0.061082,-143.465,-14.7003,300,1040,0.0335048,267982,0.642414,122,66,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0687408832688388,1.2424831269005414,1.196017173817961,1.2424831269005414,0.8601653093952958,1.0,0.9626023468032979,0.3192900065702416
44,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,198,114,19,70,0.723631,-0.723606,-2.69817,-0.063369,-137.335,-18.7649,292,1093,0.0321376,267055,0.636648,125,10,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.4092708757320163,1.1917822443076467,1.1918799260918853,1.4092708757320163,1.0,0.8456729396955716,0.8457422533995023,0.4910203508930732
45,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,179,100,21,50,0.539569,-0.54317,-2.71645,-0.0623891,-137.961,-17.0261,300,1060,0.033921,269663,0.644155,138,65,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0508102570893842,1.2579173774382555,1.2035195615499281,1.2579173774382555,0.835357135481629,1.0,0.9567556527447706,0.3324503989222931
46,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,191,138,18,35,0.689013,-0.547062,-2.71367,-0.0655702,-136.263,-20.595,291,1110,0.0353766,271438,0.651239,185,111,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.3418523444970485,1.311896462211674,1.2114414760200303,1.3418523444970485,1.0,0.9776757238542497,0.9028128027559554,0.5087729615062262
47,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,259,131,20,66,0.529208,-0.52266,-2.70561,-0.0629052,-130.811,-17.8248,281,1085,0.0320781,266531,0.636381,121,12,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.0306322167021436,1.1895757620707557,1.189541287679303,1.1895757620707557,0.8663863618976811,1.0,0.9999710195915621,0.26982068490003347
48,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,138,98,26,58,0.988005,-1.04566,-2.70383,-0.285577,-151.056,-15.5174,294,1020,0.0328257,266978,0.639432,113,41,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.9241390592409815,1.217299562411926,1.191536271210647,1.9241390592409815,1.0,0.6326463550363748,0.6192568387862124,0.9684721182504427
49,picorv32_run_20260121_192942,picorv32,2.0,61,0.79,AREA 0,1,1,1,271,136,17,60,0.521582,-0.518645,-2.70453,-0.0646889,-131.525,-20.5881,281,1106,0.0327369,268174,0.639165,137,16,268,dataset_root/graphs/raw_graphs/picorv32_run_20260121_192942_raw.pt,dataset_root/graphs/clustered_graphs/picorv32_run_20260121_192942_clustered.pt,0.513479,0.026966,224062,1.015780586937343,1.214006526737373,1.196874079495854,1.214006526737373,0.8367175666404697,1.0,0.9858876811086327,0.2912167982579658
